Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA015 Community marriage organization,Code: EA015 Community marriage organization,Description: EA015 Community marriage organization,Comment: EA015 Community marriage organization,Subcase: EA015 Community marriage organization,References: EA015 Community marriage organization,Focal Year: EA027 Kin terms for cousins,Code: EA027 Kin terms for cousins,Description: EA027 Kin terms for cousins,Comment: EA027 Kin terms for cousins,Subcase: EA027 Kin terms for cousins,References: EA027 Kin terms for cousins,CousinsDistinguished,Focal Year: EA024 Cousin marriages permitted: subtypes,Code: EA024 Cousin marriages permitted: subtypes,Description: EA024 Cousin marriages permitted: subtypes,Comment: EA024 Cousin marriages permitted: subtypes,Subcase: EA024 Cousin marriages permitted: subtypes,References: EA024 Cousin marriages permitted: subtypes,PermitFirstCousins,Focal Year: EA026 Cousin marriages preferred: subtypes,Code: EA026 Cousin marriages preferred: subtypes,Description: EA026 Cousin marriages preferred: subtypes,Comment: EA026 Cousin marriages preferred: subtypes,Subcase: EA026 Cousin marriages preferred: subtypes,References: EA026 Cousin marriages preferred: subtypes,PreferCrossCousins
Ethnographic Atlas,Mandan,Ne6,xd1225,Mandan (Ne6),47,-101,47,-101,mand1446,Mandan,mhq,Siouan,1830,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Bowers(1950); Lowie(1917a); Will and Spinden(1906); ,1830,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,,Bowers(1950); Lowie(1917a); Will and Spinden(1906); ,1,1830,4,One of four first cousins marriageable,Inferred from a report by Bowers (p. 75) that a man preferred to have a son-in-law from his own sib,,Bowers(1950); Lowie(1917a); Will and Spinden(1906); ,1,1830,9,No preferred cousin marriage,Inferred from a report by Bowers (p. 75) that a man preferred to have a son-in-law from his own sib,,Bowers(1950); Lowie(1917a); Will and Spinden(1906); ,0
Ethnographic Atlas,Wikmunkan,Id6,xd781,Wikmunkan (Id6),-14,142,-14,142,wikm1247,Wik-Mungkan,wim,Pama-Nyungan,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,with special reference to the Archer River group,McConnel(1940); McConnel(1934); McConnel(1930); Needham(1962); Thomson(1936); Thomson(1935); ,1920,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the Archer River group,McConnel(1940); McConnel(1934); McConnel(1930); Needham(1962); Thomson(1936); Thomson(1935); ,1,1920,4,One of four first cousins marriageable,Marriage preferential with MoYoBrDa and any second cross-cousin but forbidden with FaSiDa and MoElBrDa,with special reference to the Archer River group,McConnel(1940); McConnel(1934); McConnel(1930); Needham(1962); Thomson(1936); Thomson(1935); ,1,1920,2,MoBrDa is preferred spouse,Marriage preferential with MoYoBrDa and any second cross-cousin but forbidden with FaSiDa and MoElBrDa,with special reference to the Archer River group,McConnel(1940); McConnel(1934); McConnel(1930); Needham(1962); Thomson(1936); Thomson(1935); ,1
Ethnographic Atlas,Futunans,Ii8,xd887,Futunans (Ii8),-14.31,-178.11,-14,-178,east2447,East Futuna,fud,Austronesian,,NA,Missing data,,,,1840,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Burrows(1936); ,0,1840,5,Nonlateral marriage in which unions are forbidden with any first cousin but are permitted with any second cousin (or at least any who is not a lineage mate),,,Burrows(1936); ,0,1840,9,No preferred cousin marriage,,,Burrows(1936); ,0
Ethnographic Atlas,Abenaki,Ng13,xd1248,Abnaki (Ng13),46,-70,46,-70,peno1243,Penobscot,,Algic,,NA,Missing data,,,,NA,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Hallowell(1926); Speck(1818); Vetromile(1866); ,0,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Kabre,Ag49,xd287,Kabre (Ag49),10,2,10,2,kabi1261,Kabiyé,kbp,Atlantic-Congo,1930,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Puig(1934); Froelich(1949a); Froelich et al.(1963); ,,NA,Missing data,,,,NA,1930,7,Nonlateral marriage when evidence is available only for first cousins,,,Puig(1934); Froelich(1949a); Froelich et al.(1963); ,0,1930,9,No preferred cousin marriage,,,Puig(1934); Froelich(1949a); Froelich et al.(1963); ,0
Ethnographic Atlas,Northern Saulteaux,Na33,xd1049,Northern Saulteaux (Na33),52,-98,52,-98,alba1270,Albany River Ojibwa,,Algic,1870,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,Berens River band,Hallowell(1963); Hallowell(1955); Hallowell(1942); Hallowell(1941); Hallowell(1940); Hallowell(1939); Hallowell(1938b); Hallowell(1938a); Dunning(1959b); Skinner(1912); ,1870,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,Berens River band,Hallowell(1963); Hallowell(1955); Hallowell(1942); Hallowell(1941); Hallowell(1940); Hallowell(1939); Hallowell(1938b); Hallowell(1938a); Dunning(1959b); Skinner(1912); ,1,1870,3,Two of four first cousins marriageable,,Berens River band,Hallowell(1963); Hallowell(1955); Hallowell(1942); Hallowell(1941); Hallowell(1940); Hallowell(1939); Hallowell(1938b); Hallowell(1938a); Dunning(1959b); Skinner(1912); ,1,1870,1,A symmetrical cross-cousin is preferred spouse,,Berens River band,Hallowell(1963); Hallowell(1955); Hallowell(1942); Hallowell(1941); Hallowell(1940); Hallowell(1939); Hallowell(1938b); Hallowell(1938a); Dunning(1959b); Skinner(1912); ,1
Ethnographic Atlas,Seneca,Ng10,xd1245,Iroquois (Ng10),43,-77,43,-77,sene1264,Seneca,see,Iroquoian,1750,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to the Seneca tribe,Hunt(1940); Noon(1949); Quain(1937); Fenton(1940); Goldenweiser(1912-13); Morgan(1901); Morgan(1877); Morgan(1871); ,1750,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the Seneca tribe,Hunt(1940); Noon(1949); Quain(1937); Fenton(1940); Goldenweiser(1912-13); Morgan(1901); Morgan(1877); Morgan(1871); ,1,1750,NA,Missing data,"Unreported but probably 'no first cousins' (code ""7"") like the Huron",with special reference to the Seneca tribe,Hunt(1940); Noon(1949); Quain(1937); Fenton(1940); Goldenweiser(1912-13); Morgan(1901); Morgan(1877); Morgan(1871); ,NA,1750,NA,Missing data,"Unreported but probably 'no preferred cousin marriage' (code ""9"") like the Huron",with special reference to the Seneca tribe,Hunt(1940); Noon(1949); Quain(1937); Fenton(1940); Goldenweiser(1912-13); Morgan(1901); Morgan(1877); Morgan(1871); ,NA
Ethnographic Atlas,Koryak,Ec5,xd633,Koryak (Ec5),61.99,164.24,62,164,kory1246,Koryak,kpy,Chukotko-Kamchatkan,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to the Maritime Koryak,Jochelson(1905-08); Czaplieka(1914); Bergman(1927); ,1900,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the Maritime Koryak,Jochelson(1905-08); Czaplieka(1914); Bergman(1927); ,0,1900,5,Nonlateral marriage in which unions are forbidden with any first cousin but are permitted with any second cousin (or at least any who is not a lineage mate),,with special reference to the Maritime Koryak,Jochelson(1905-08); Czaplieka(1914); Bergman(1927); ,0,1900,9,No preferred cousin marriage,,with special reference to the Maritime Koryak,Jochelson(1905-08); Czaplieka(1914); Bergman(1927); ,0
Ethnographic Atlas,Pekangekum,Na34,xd1050,Pekangekum (Na34),52,-94,52,-94,lacs1238,Lac Seul Ojibwa,,Algic,1940,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)","The ""co-residential group"" approximates a patri-clan",a band of Northern Saulteaux very closely akin to Na33 (Berens River band) but described as of a much more recent date,Dunning(1959a); Dunning(1959b); ,1940,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,a band of Northern Saulteaux very closely akin to Na33 (Berens River band) but described as of a much more recent date,Dunning(1959a); Dunning(1959b); ,1,1940,3,Two of four first cousins marriageable,,a band of Northern Saulteaux very closely akin to Na33 (Berens River band) but described as of a much more recent date,Dunning(1959a); Dunning(1959b); ,1,1940,9,No preferred cousin marriage,,a band of Northern Saulteaux very closely akin to Na33 (Berens River band) but described as of a much more recent date,Dunning(1959a); Dunning(1959b); ,0
Ethnographic Atlas,Tahitians,Ij8,xd897,Tahitians (Ij8),-17.71,-149.54,-18,-150,tahi1242,Tahitian,tah,Austronesian,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Handy(1930); Ellis(1905); Henry(1928); ,1900,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Handy(1930); Ellis(1905); Henry(1928); ,0,1900,7,Nonlateral marriage when evidence is available only for first cousins,But chiefly families sometimes practiced cross-cousin marriage,,Handy(1930); Ellis(1905); Henry(1928); ,0,1900,9,No preferred cousin marriage,But chiefly families sometimes practiced cross-cousin marriage,,Handy(1930); Ellis(1905); Henry(1928); ,0
Ethnographic Atlas,Choctaw,Ng12,xd1247,Choctaw (Ng12),33,-88,33,-88,choc1276,Choctaw,cho,Muskogean,1760,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Swanton(1946); Eggan(1937a); Swanton(1931); ,1760,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,,Swanton(1946); Eggan(1937a); Swanton(1931); ,1,1760,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Swanton(1946); Eggan(1937a); Swanton(1931); ,0,1760,9,No preferred cousin marriage,,,Swanton(1946); Eggan(1937a); Swanton(1931); ,0
Ethnographic Atlas,Tannese,Ih10,xd863,Tannese (Ih10),-19.6,169.44,-20,168,sout2869,Southwest Tanna,nwi,Austronesian,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,Whitsands,Humphreys(1926); ,1920,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,Whitsands,Humphreys(1926); ,1,1920,3,Two of four first cousins marriageable,,Whitsands,Humphreys(1926); ,1,1920,1,A symmetrical cross-cousin is preferred spouse,,Whitsands,Humphreys(1926); ,1
Ethnographic Atlas,Lillooet,Nd9,xd1207,Lillooet (Nd9),50.02,-124.78,50,-125,lill1248,Lillooet,lil,Salishan,1860,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Ray(1942); Teit(1906b); Hill-Tout(1905); ,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Ray(1942); Teit(1906b); Hill-Tout(1905); ,0,1860,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin","But 'quadrilateral' (code ""1"") today",,Ray(1942); Teit(1906b); Hill-Tout(1905); ,0,1860,9,No preferred cousin marriage,,,Ray(1942); Teit(1906b); Hill-Tout(1905); ,0
Ethnographic Atlas,Gisu,Ad9,xd126,Gisu (Ad9),1,34,1,34,masa1299,Masaaba,myx,Atlantic-Congo,1900,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Roscoe(1915); La Fontaine(1959); ,1900,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Roscoe(1915); La Fontaine(1959); ,0,1900,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Roscoe(1915); La Fontaine(1959); ,0,1900,9,No preferred cousin marriage,,,Roscoe(1915); La Fontaine(1959); ,0
Ethnographic Atlas,Ngulu,Ad51,xd122,Ngulu (Ad51),-6,38,-6,38,ngul1246,Ngulu,ngp,Atlantic-Congo,1930,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,McVicar(1934); Beidelman(1967); ,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,McVicar(1934); Beidelman(1967); ,1,1930,7,Nonlateral marriage when evidence is available only for first cousins,,,McVicar(1934); Beidelman(1967); ,0,1930,9,No preferred cousin marriage,,,McVicar(1934); Beidelman(1967); ,0
Ethnographic Atlas,Shona,Ab18,xd19,Shona (Ab18),-19,31,-19,31,shon1251,Shona,sna,Atlantic-Congo,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,with special reference to the Zezuru,Seed(1932-33); Kuper(1955); Bullock(1928); Prost(1956); Holleman(1952); ,1920,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,with special reference to the Zezuru,Seed(1932-33); Kuper(1955); Bullock(1928); Prost(1956); Holleman(1952); ,1,1920,7,Nonlateral marriage when evidence is available only for first cousins,,with special reference to the Zezuru,Seed(1932-33); Kuper(1955); Bullock(1928); Prost(1956); Holleman(1952); ,0,1920,9,No preferred cousin marriage,,with special reference to the Zezuru,Seed(1932-33); Kuper(1955); Bullock(1928); Prost(1956); Holleman(1952); ,0
Ethnographic Atlas,Koranko,Ag24,xd260,Koranko (Ag24),9,-11,9,-11,kura1250,Kuranko,knk,Mande,,NA,Missing data,,,,1910,NA,Missing data,Sudanese if a confused report by Thomas is to be accepted,,Thomas(1916); Kamara and Drummond(1930); Chevalier(1909); ,NA,1910,4,One of four first cousins marriageable,,,Thomas(1916); Kamara and Drummond(1930); Chevalier(1909); ,1,1910,9,No preferred cousin marriage,,,Thomas(1916); Kamara and Drummond(1930); Chevalier(1909); ,0
Ethnographic Atlas,Jicarilla,Nh16,xd1266,Jicarilla (Nh16),36,-104,36,-104,jica1244,Jicarilla Apache,apj,Athapaskan-Eyak-Tlingit,1870,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); ,1870,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); ,1,1870,7,Nonlateral marriage when evidence is available only for first cousins,,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); ,0,1870,9,No preferred cousin marriage,,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); ,0
Ethnographic Atlas,Negri Sembilan,Ej16,xd723,Negri Sembilan (Ej16),21,102,21,102,nege1240,Negeri Sembilan Malay,zmi,Austronesian,1958,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,Inas District,Gulick(1958); Wilkinson(1911); Lewis(1962a); Parmer(1959); Swift(1965); ,1958,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,Inas District,Gulick(1958); Wilkinson(1911); Lewis(1962a); Parmer(1959); Swift(1965); ,0,1958,3,Two of four first cousins marriageable,,Inas District,Gulick(1958); Wilkinson(1911); Lewis(1962a); Parmer(1959); Swift(1965); ,1,1958,2,MoBrDa is preferred spouse,,Inas District,Gulick(1958); Wilkinson(1911); Lewis(1962a); Parmer(1959); Swift(1965); ,1
Ethnographic Atlas,Sindhi,Ea1,xd596,Sindhi (Ea1),25,68,25,68,sind1272,Sindhi,snd,Indo-European,1950,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,,Bordie(nd); Wilber(1964); ,1950,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Bordie(nd); Wilber(1964); ,NA,1950,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Bordie(nd); Wilber(1964); ,1,1950,9,No preferred cousin marriage,,,Bordie(nd); Wilber(1964); ,0
Ethnographic Atlas,Muscogee,Ng3,xd1252,Creek (Ng3),33,-84,33,-84,cree1270,Creek,mus,Muskogean,1750,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.","Probably originally 'segmented communities, no exogamy' (code ""2"")",Upper division in Alabama,Speck(1907); Swanton(1928a); Murdock(1956); Bartram(1953); Swanton(1946); Swanton(1928c); ,1750,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,Upper division in Alabama,Speck(1907); Swanton(1928a); Murdock(1956); Bartram(1953); Swanton(1946); Swanton(1928c); ,1,1750,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,Upper division in Alabama,Speck(1907); Swanton(1928a); Murdock(1956); Bartram(1953); Swanton(1946); Swanton(1928c); ,0,1750,9,No preferred cousin marriage,,Upper division in Alabama,Speck(1907); Swanton(1928a); Murdock(1956); Bartram(1953); Swanton(1946); Swanton(1928c); ,0
Ethnographic Atlas,Habbaniya,Cb13,xd462,Habbania (Cb13),11,25,11,25,nort3133,North Kordofan Arabic,,Afro-Asiatic,1930,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Lampen(1933); ,,NA,Missing data,,,,NA,1930,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Lampen(1933); ,1,1930,9,No preferred cousin marriage,,,Lampen(1933); ,0
Ethnographic Atlas,Pawnee,Nf6,xd1240,Pawnee (Nf6),42,-100,42,-100,pawn1254,Pawnee,paw,Caddoan,1867,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,Skidi Band or subtribe,Weltfish(1965); Dorsey(1904b); Lounsbury(1956); Dorsey and Murie(1940); ,1867,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,Skidi Band or subtribe,Weltfish(1965); Dorsey(1904b); Lounsbury(1956); Dorsey and Murie(1940); ,1,1867,5,Nonlateral marriage in which unions are forbidden with any first cousin but are permitted with any second cousin (or at least any who is not a lineage mate),,Skidi Band or subtribe,Weltfish(1965); Dorsey(1904b); Lounsbury(1956); Dorsey and Murie(1940); ,0,1867,5,A second-cousin is preferred spouse,,Skidi Band or subtribe,Weltfish(1965); Dorsey(1904b); Lounsbury(1956); Dorsey and Murie(1940); ,0
Ethnographic Atlas,Sundi,Ac18,xd42,Sundi (Ac18),-5,14,-5,14,suun1239,Suundi,sdj,Atlantic-Congo,1910,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Even(1931); Laman(1953); Hutereau(1910b); Soret(1959); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,San Ildefonso,Nh11,xd1261,Tewa (Nh11),36,-106,36,-106,sani1273,San Ildefonso,,Kiowa-Tanoan,1900,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,with special reference to the pueblo of San Ildefonso,Parsons(1929); Robbins et al.(1916); Dozier(1954); Whitman(1940); Dozier(1961); ,1900,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the pueblo of San Ildefonso,Parsons(1929); Robbins et al.(1916); Dozier(1954); Whitman(1940); Dozier(1961); ,0,1900,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to the pueblo of San Ildefonso,Parsons(1929); Robbins et al.(1916); Dozier(1954); Whitman(1940); Dozier(1961); ,0,1900,9,No preferred cousin marriage,,with special reference to the pueblo of San Ildefonso,Parsons(1929); Robbins et al.(1916); Dozier(1954); Whitman(1940); Dozier(1961); ,0
Ethnographic Atlas,Blackfoot,Ne12,xd1211,Blackfoot (Ne12),51,-112,51,-112,pieg1239,Piegan,,Algic,1850,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Ewers(1958); Hanks and Richardson(1945); Wissler(1912); Wissler(1910); ,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Ewers(1958); Hanks and Richardson(1945); Wissler(1912); Wissler(1910); ,0,1850,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Ewers(1958); Hanks and Richardson(1945); Wissler(1912); Wissler(1910); ,0,1850,9,No preferred cousin marriage,,,Ewers(1958); Hanks and Richardson(1945); Wissler(1912); Wissler(1910); ,0
Ethnographic Atlas,Teton,Ne8,xd1227,Teton (Ne8),43,-103,43,-103,lako1247,Lakota,lkt,Siouan,1870,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Deloria(1932); Curtis(1908); Erikson(1950); Dorsey(1894); Erikson(1939); Ewers(1937); Hassrick(1964); Hassrick(1944); Goldfrank(1943); Mckeel(1936); Mekeel(1936); Mirsky(1937); Niehardt(1951); MacGregor(1946); ,1870,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Deloria(1932); Curtis(1908); Erikson(1950); Dorsey(1894); Erikson(1939); Ewers(1937); Hassrick(1964); Hassrick(1944); Goldfrank(1943); Mckeel(1936); Mekeel(1936); Mirsky(1937); Niehardt(1951); MacGregor(1946); ,1,1870,7,Nonlateral marriage when evidence is available only for first cousins,,,Deloria(1932); Curtis(1908); Erikson(1950); Dorsey(1894); Erikson(1939); Ewers(1937); Hassrick(1964); Hassrick(1944); Goldfrank(1943); Mckeel(1936); Mekeel(1936); Mirsky(1937); Niehardt(1951); MacGregor(1946); ,0,1870,9,No preferred cousin marriage,,,Deloria(1932); Curtis(1908); Erikson(1950); Dorsey(1894); Erikson(1939); Ewers(1937); Hassrick(1964); Hassrick(1944); Goldfrank(1943); Mckeel(1936); Mekeel(1936); Mirsky(1937); Niehardt(1951); MacGregor(1946); ,0
Ethnographic Atlas,Gilbert Onotoa,If7,xd838,Gilbert Onotoa (If7),-1.47,175.06,-2,174,nuii1237,Nui,,Austronesian,1940,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to the inhabitants of Onotoa,Goodenough(1951b); Knudson(1965); Goodenough(1955); Lundsgaarde(1966); ,1940,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to the inhabitants of Onotoa,Goodenough(1951b); Knudson(1965); Goodenough(1955); Lundsgaarde(1966); ,0,1940,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to the inhabitants of Onotoa,Goodenough(1951b); Knudson(1965); Goodenough(1955); Lundsgaarde(1966); ,0,1940,9,No preferred cousin marriage,,with special reference to the inhabitants of Onotoa,Goodenough(1951b); Knudson(1965); Goodenough(1955); Lundsgaarde(1966); ,0
Ethnographic Atlas,Menominee,Nf9,xd1243,Menomini (Nf9),46,-88,46,-88,meno1252,Menominee,mez,Algic,1870,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",Specifically reported by Radin,,Spindler(1962); Hoffman(1893); Keesing(1939); Skinner(1913); ,1870,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Spindler(1962); Hoffman(1893); Keesing(1939); Skinner(1913); ,1,1870,7,Nonlateral marriage when evidence is available only for first cousins,,,Spindler(1962); Hoffman(1893); Keesing(1939); Skinner(1913); ,0,1870,9,No preferred cousin marriage,,,Spindler(1962); Hoffman(1893); Keesing(1939); Skinner(1913); ,0
Ethnographic Atlas,Diula,Ag27,xd263,Diula (Ag27),9,-4,9,-4,dyul1238,Dyula,dyu,Mande,1910,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Tauxier(1921); Tauxier(1912); ,,NA,Missing data,,,,NA,1910,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Tauxier(1921); Tauxier(1912); ,1,1910,9,No preferred cousin marriage,,,Tauxier(1921); Tauxier(1912); ,0
Ethnographic Atlas,Iowa,Nf10,xd1230,Iowa (Nf10),41,-95,41,-95,iowa1246,Iowa,,Siouan,,NA,Missing data,,,,1870,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Morgan(1871); Skinner(1926); ,1,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Kwere,Ad27,xd95,Kwere (Ad27),-7,39,-7,39,kwer1261,Kwere,cwe,Atlantic-Congo,1880,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Reidelman(1967); Picarda(1886); ,1880,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Reidelman(1967); Picarda(1886); ,1,1880,3,Two of four first cousins marriageable,,,Reidelman(1967); Picarda(1886); ,1,1880,9,No preferred cousin marriage,,,Reidelman(1967); Picarda(1886); ,0
Ethnographic Atlas,Otoe,Nf11,xd1231,Oto (Nf11),40,-95,40,-95,otoo1241,Oto,,Siouan,,NA,Missing data,,,,1870,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Whitman(1937); ,1,1870,7,Nonlateral marriage when evidence is available only for first cousins,,,Whitman(1937); ,0,1870,9,No preferred cousin marriage,,,Whitman(1937); ,0
Ethnographic Atlas,Sarcee,Ne7,xd1226,Sarsi (Ne7),54,-110,54,-110,sars1236,Sarsi,srs,Athapaskan-Eyak-Tlingit,1880,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Jenness(1938); Honigmann(1956a); ,1880,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Jenness(1938); Honigmann(1956a); ,0,1880,7,Nonlateral marriage when evidence is available only for first cousins,,,Jenness(1938); Honigmann(1956a); ,0,1880,9,No preferred cousin marriage,,,Jenness(1938); Honigmann(1956a); ,0
